Rating,Title,Author,Review Description,Pro,Con
4.0,Pretty great job,"Customer Service Representative/Chat (Former Employee) - Salt Lake City, UT - August 13, 2016",I loved my job but some aspects like coaching's and stats were felt like were out of your control. Also the Chat Department is closed so it is no longer available.,,
4.0,Netflix is a good place to work.,"Customer service (Former Employee) - Salt Lake City, UT - August 12, 2016",I worked for netflix for almost 2 years. It gave me the chance to help build a company. I was one of the first agents to work for netflixcs. While working there I sawany changes happen over the 2 years. I also had the chance to help build the company's culture and grow larger.,,
4.0,it excruciating and you must sit for 4 hours,"Inspector (Former Employee) - Grove City, OH - August 4, 2016",Its fast past job and you must be a morning person or else you would be able to work .Good on attention details and you must be goal oriented,,
4.0,Great work environment in beginning,"Customer Relations Specialist (Former Employee) - Salt Lake City, UT - August 2, 2016","This was a great job in the fact the the co-workers and the atmosphere were relaxed, and overall friendly. However, they gave little opportunity for in house promotions though originally promised all promotions would be in house. Training provided was proficient, but could have been stronger as the company later changed it's customer care requirements. The benefits at this job were amazing, and overall I would definitely recommend this company to anyone ow that they have fully established the needs of the company and customer care required as well.",,
5.0,Fun job with the best in the business.,"Translator and Quality Control Expert (Current Employee) - Now Australia, previously Argentina - August 1, 2016","The name Netflix speaks for itself when it comes to on-demand content. Therefore, all their staff are the best in the business, and that includes their team of translators and QCers. The hardest part of the job would be that there's no face-to-face contact with the employers, as all of the work is done remotely. I do enjoy working with a world-class team of translators. We are proud of the content we produce.",,
5.0,busy and nice having breaks,"Customer Service Representative (Current Employee) - Warm Spring, CA - July 29, 2016",Typical day at work is answering lots of calls and talking with lots of customers from different locations. Things I have learned is how to help customers around their accounts. Management and co-workers are very awesome. Awesome part of the job are breaks and free lunches.,,
5.0,Fun and knowledgeable,"Video Editor (Current Employee) - Beverly Hills, CA - July 22, 2016","learned how they operate their system.
worked from home
made own hours
deadlines were manageable
boss was fantastic
best job experience ever",,
4.0,I liked the work but the job was stressful due to alot of layoffs.,"Machine Operator (Former Employee) - Melville, NY - July 15, 2016",I enjoyed listening to music while I worked on the machines. When I first started working there it was fun people were tired but for the most part happy. Shortly after I was hired they started laying off and firing most of the employees. They also kept changing and getting rid of supervisors and managers. It was also very difficult to progress even though they said there was room for growth.,,
3.0,Great Crew / Did not see management,"Crew Member (Former Employee) - Hillsboro, OR - July 8, 2016","The crew and trainers who I was set to work with were great. I unfortunately had to leave Netflix due to medical problems, but was pleased with the amount of training I received. I never once met or saw my direct boss, but saw my trainers on a constant basis. The work was relatively slow paced, which left a lot of room for no productivity.",,
5.0,The Best Place to Work,"Customer Service Representative (Former Employee) - Salt Lake City, UT - June 27, 2016","This is one of THE best places that I have ever had the opportunity working at. The work atmosphere is unlike any other. They are such a welcome, caring, fun, and open group of people. This is a place where you can literally be yourself, not feel judged, and just have an amazing time at work. They teach you, uplift you, and help you reach your goals in all aspects. I have learned so many things, and I am happy that I was able to work their because I think they have made me a better person overall, and I can take the skills that I learned there, and put them into my life.",,
4.0,tv on while working and some music playing,"Customer Service Representative (Former Employee) - Farmington Hills, MI - June 23, 2016","Working here made me have a sense of family, we had weekly team meetings to go over work related things but also to make sure everybody is doing well in and outside of work.",,
